name,company_number,jurisdiction_code,incorporation_date,company_type,branch,inactive,registered_address_street_address,registered_address_locality,registered_address_region,registered_address_postal_code,registered_address_country,country,started_in_year
""" 2-DOUBLE O.E.""",133763709000,gr,2015-03-12,General Partnership Company (Ομόρρυθμη Εταιρεία),,True,"Α ΠΑΠΑΝΔΡΕΟΥ, ΑΣΠΡΟΠΥΡΓΟΣ, ΑΣΠΡΟΠΥΡΓΟΥ / ΑΤΤΙΚΗΣ",ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΘΕΣΗ ΚΟΥΤΑΛΑ,19300,Greece,Greece,2015.0
""" ALFA - REISEN"" ΤΟΥΡΙΣΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΕΤΑΙΡΕΙΑ ΠΕΡΙΩΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ",077146527000,gr,1992-06-18,Limited Liability Company (Εταιρεία Περιορισμένης Ευθύνης),,True,"118 Α  ΠΑΠΑΝΔΡΕΟΥ, ΓΑΖΙ, ΓΑΖΙΟΥ / ΗΡΑΚΛΕΙΟΥ",ΗΡΑΚΛΕΙΟΥ,,71414,Greece,Greece,1992.0
""" I. ΜΠΑΤΙΣΤΑΚΗΣ - Δ. ΚΟΥΚΟΥΒΙΝΟΥ ΟΕ """,122851609000,gr,2010-02-26,General Partnership Company (Ομόρρυθμη Εταιρεία),,False,"20 Γ. ΡΟΥΣΟΥ & Α. ΔΙΑΚΟΥ, ΜΟΣΧΑΤΟ, ΜΟΣΧΑΤΟΥ / ΑΤΤΙΚΗΣ",ΑΤΤΙΚΗΣ,,18344,Greece,Greece,2010.0
""" Α. ΛΑΖΑΡΙΔΗΣ - Ν. ΑΠΟΣΤΟΛΙΔΗΣ Ο.Ε. """,130240909000,gr,2005-11-29,General Partnership Company (Ομόρρυθμη Εταιρεία),,True,"19 ΑΛΙΚΑΡΝΑΣΣΟΥ, ΠΕΡΑΙΑΣ, ΠΕΙΡΑΙΩΣ / ΑΤΤΙΚΗΣ",ΑΤΤΙΚΗΣ,,18539,Greece,Greece,2005.0
""" Α. ΜΙΧΑΛΙΕΡΗΣ ΚΑΙ ΣΙΑ "" Ο.Ε.",017092455000,gr,,General Partnership Company (Ομόρρυθμη Εταιρεία),,False,"21 ΠΑΥΛΟΥ ΜΕΛΑ, ΦΛΩΡΙΝΑ, ΦΛΩΡΙΝΑΣ / ΦΛΩΡΙΝΑΣ",ΦΛΩΡΙΝΑΣ,,53100,Greece,Greece,
""" Α. ΨΟΥΝΟΠΟΥΛΟΣ Α.Τ.Ε.Β.Ε.""",010826036000,gr,,Public Limited Company (Ανώνυμη Εταιρεία),,True,"Γ ΛΕΚΚΟΥ ΚΑΙ ΑΙΑΝΝΗΣ ΓΩΝΙΑ, ΚΟΖΑΝΗ, ΚΟΖΑΝΗΣ / ΚΟΖΑΝΗΣ",ΚΟΖΑΝΗΣ,,50100,Greece,Greece,
""" ΑΔΕΛΦΟΙ ΜΕΣΣΗΝΕΖΗ "" ΟΕ",105415802000,gr,,General Partnership Company (Ομόρρυθμη Εταιρεία),,True,"ΤΖΑΒΕΛΑ 9, ΗΡΑΚΛΕΙΟ, ΗΡΑΚΛΕΙΟΥ / ΑΤΤΙΚΗΣ",,Π ΗΡΑΚΛΕΙΟΝ,141 22,Greece,Greece,
""" ΑΘ ΜΑΝΤΖΟΥ-ΟΛ ΠΑΠΑΝΙΚΟΛΑΟΥ Ο.Ε.""",054935909000,gr,1993-02-02,General Partnership Company (Ομόρρυθμη Εταιρεία),,True,"520 ΚΟΡΙΝΘΟΥ, ΕΛΕΥΣΙΝΑ, ΕΛΕΥΣΙΝΟΣ / ΑΤΤΙΚΗΣ",ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,,19200,Greece,Greece,1993.0
""" ΑΘΑΝΑΣΑΚΗ ΕΥΓ. & ΣΙΑ Ο.Ε""",054937809000,gr,2009-07-16,General Partnership Company (Ομόρρυθμη Εταιρεία),,False,"163 ΕΘΝ ΑΝΤΙΣΤΑΣΕΩΣ, ΔΡΑΠΕΤΣΩΝΑ, ΔΡΑΠΕΤΣΩΝΑΣ / ΑΤΤΙΚΗΣ",ΠΕΙΡΑΙΑ,,18648,Greece,Greece,2009.0
""" ΑΝΤ. ΓΑΒΡΙΛΗΣ ΚΑΙ ΣΙΑ Ε.Ε. """,129626609000,gr,1989-06-27,Limited Partnership Company (Ετερόρρυθμη Εταιρία),,False,"19 ΑΦΡΟΔΙΤΗΣ, ΠΕΙΡΑΙΑΣ, ΠΕΙΡΑΙΩΣ / ΑΤΤΙΚΗΣ",ΑΤΤΙΚΗΣ,,18539,Greece,Greece,1989.0
""" ΑΝΤΙΠΡΟΣΩΠΕΙΕΣ ΚΑΙ ΔΙΑΝΟΜΕΣ ΤΡΟΦΙΜΩΝ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ Α.Ε.""",010826136000,gr,,Public Limited Company (Ανώνυμη Εταιρεία),,False,"4 ΧΙΛΙΟΜ ΚΟΖΑΝΗΣ ΘΕΣ/ΝΙΚΗΣ, ΚΟΖΑΝΗ, ΚΟΖΑΝΗΣ / ΚΟΖΑΝΗΣ",ΚΟΖΑΝΗΣ,,50100,Greece,Greece,
""" ΑΡΓΥΡΗΣ - ΜΑΓΚΑΣΙΑΝΟΣ Ο.Ε. """,132439209000,gr,2014-11-13,General Partnership Company (Ομόρρυθμη Εταιρεία),,False,"50 ΣΩΤΗΡΟΣ ΔΙΟΣ, ΠΕΙΡΑΙΑΣ, ΠΕΙΡΑΙΩΣ / ΑΤΤΙΚΗΣ",ΑΤΤΙΚΗΣ,ΠΑΣΑΛΙΜΑΝΙ,18534,Greece,Greece,2014.0
""" ΑΦΟΙ ΑΣΙΚΗ"" Ο.Ε.",017092555000,gr,2006-09-27,General Partnership Company (Ομόρρυθμη Εταιρεία),,False,"25 Π ΜΕΛΑ, ΦΛΩΡΙΝΑ, ΦΛΩΡΙΝΑΣ / ΦΛΩΡΙΝΑΣ",ΦΛΩΡΙΝΑΣ,,53100,Greece,Greece,2006.0
""" ΑΦΟΙ Γ. ΜΠΑΖΟΥΡΑΚΗ Ο.Ε.""",054694809000,gr,,General Partnership Company (Ομόρρυθμη Εταιρεία),,False,"21 ΓΟΥΝΑΡΗ, ΠΕΙΡΑΙΑΣ, ΠΕΙΡΑΙΩΣ / ΑΤΤΙΚΗΣ",ΠΕΙΡΑΙΑ,,18531,Greece,Greece,
""" ΑΦΟΙ ΜΑΥΡΟΜΑΤΙΔΗ"" Ε.Ε.",017092655000,gr,2008-01-07,Limited Partnership Company (Ετερόρρυθμη Εταιρία),,False,"ΜΕΛΙΤΗ, Τ.Κ ΜΕΛΙΤΗΣ, ΦΛΩΡΙΝΑΣ / ΦΛΩΡΙΝΑΣ",ΦΛΩΡΙΝΑΣ,,53071,Greece,Greece,2008.0
""" Β. ΒΕΝΕΤΣΑΝΟΣ Ε.Ε. """,129648609000,gr,2014-03-27,Limited Partnership Company (Ετερόρρυθμη Εταιρία),,False,"51 ΘΕΣΠΙΕΩΝ, ΚΟΡΙΝΘΟΣ, ΚΟΡΙΝΘΙΩΝ / ΚΟΡΙΝΘΙΑΣ",ΑΤΤΙΚΗΣ,,20100,Greece,Greece,2014.0
""" Β. ΠΑΠΑΝΔΡΙΚΟΠΟΥΛΟΣ-ΔΗΜ.ΚΑΡΑΓΚΟΥΝΗΣ ΟΕ.""",105954102000,gr,,General Partnership Company (Ομόρρυθμη Εταιρεία),,True,ΞΥΛΟΚΑΣΤΡΟΥ 14,,ΑΓ. ΦΑΝΟΥΡΙΟΣ-ΛΙΟΣΙΑ,,Greece,Greece,
""" ΒΙΟΜΕΤΡΙΑ "" Γ. ΘΕΙΑΚΟΣ & ΣΙΑ ΟΕ",109921002000,gr,,General Partnership Company (Ομόρρυθμη Εταιρεία),,True,"ΓΙΑΛΟΥΡΟΥ 9, ΑΘΗΝΑ, ΑΘΗΝΑΙΩΝ / ΑΤΤΙΚΗΣ",,ΝΕΑ ΚΥΨΕΛΗ,113 63,Greece,Greece,
""" ΒΛΑΧΑΚΗΣ ΕΥΑΓΓΕΛΟΣ-ΜΠΑΡΟΥΣ ΧΡΗΣΤΟΣ Ο.Ε.""",054694909000,gr,,General Partnership Company (Ομόρρυθμη Εταιρεία),,False,"58 ΠΟΛΥΔΕΥΚΟΥΣ, ΠΕΙΡΑΙΑΣ, ΠΕΙΡΑΙΩΣ / ΑΤΤΙΚΗΣ",ΠΕΙΡΑΙΑ,,18545,Greece,Greece,
""" Γ. & Π. ΟΙΚΟΝΟΜΟΥ Ο.Ε. """,054695009000,gr,,General Partnership Company (Ομόρρυθμη Εταιρεία),,False,"ΒΑΣ ΓΕΩΡΓΙΟΥ Α, ΠΕΙΡΑΙΑΣ, ΠΕΙΡΑΙΩΣ / ΑΤΤΙΚΗΣ",ΠΕΙΡΑΙΑ,,18531,Greece,Greece,
""" Γ. ΜΑΡΑΒΕΛΙΑΣ - Ν. ΧΡΥΣΑΦΙΤΗΣ Ο.Ε. """,133715009000,gr,2015-03-09,General Partnership Company (Ομόρρυθμη Εταιρεία),,True,"ΠΟΤΑΜΟΣ, ΚΥΘΗΡΑ, ΚΥΘΗΡΩΝ / ΑΤΤΙΚΗΣ",ΠΕΙΡΑΙΑ,ΠΟΤΑΜΟΣ,80200,Greece,Greece,2015.0
""" ΓΕΩΡΓΙΟΣ ΒΛΑΣΣΗΣ & ΥΙΟΣ "" ΟΕ",105416002000,gr,,General Partnership Company (Ομόρρυθμη Εταιρεία),,True,"Γ Σ/ΒΡΙΟΥ 19, ΛΑΥΡΙΟ, ΛΑΥΡΕΩΤΙΚΗΣ / ΑΤΤΙΚΗΣ",,ΛΑΥΡΙΟΥ,195 00,Greece,Greece,
""" Δ. ΛΑΜΠΡΙΝΑΚΟΥ -Ε.ΜΑΣΤΑΝΟΠΟΥΛΟΥ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ ΑΣΦΑΛΙΣΤΙΚΗΣ ΠΡΑΚΤΟΡΕΥΣΗΣ ΚΑΙ ΣΥΝΤΟΝΙΣΜΟΥ ΑΣΦΑΛΙΣΤΙΚΩΝ ΣΥΜΒΟΥΛΩΝ""",054909609000,gr,2010-04-08,Limited Liability Company (Εταιρεία Περιορισμένης Ευθύνης),,False,"178 Π ΡΑΛΛΗ, ΝΙΚΑΙΑ, ΝΙΚΑΙΑΣ / ΑΤΤΙΚΗΣ",ΠΕΙΡΑΙΑ,,18450,Greece,Greece,2010.0
""" ΔΗΜΗΤΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ ΚΑΙ ΣΙΑ ΟΕ """"DIMITROPOULOS GEORGIOS KAI SΙΑ IA OE""",123845009000,gr,2013-01-15,General Partnership Company (Ομόρρυθμη Εταιρεία),,False,"527 ΠΕΤΡΟΥ ΡΑΛΛΗ, ΝΙΚΑΙΑ, ΝΙΚΑΙΑΣ / ΑΤΤΙΚΗΣ",ΑΤΤΙΚΗΣ,,18451,Greece,Greece,2013.0
""" ΕΜΜ.ΜΑΝΩΛΑΚΗΣ & ΣΙΑ "" ΕΕ",103929702000,gr,,Limited Partnership Company (Ετερόρρυθμη Εταιρία),,True,ΒΟΥΛΙΑΓΜΕΝΗΣ & ΟΡΦΕΩΣ,,Κ.ΗΛΙΟΥΠΟΛΗ,,Greece,Greece,
""" ΕΜΜΑΝΟΥΗΛ ΑΛΙΦΡΑΓΚΗΣ και ΣΙΑ Ε.Ε.""",054695109000,gr,,Limited Partnership Company (Ετερόρρυθμη Εταιρία),,False,"122 ΣΑΛΑΜΙΝΟΜΑΧΩΝ, ΠΕΙΡΑΙΑΣ, ΠΕΙΡΑΙΩΣ / ΑΤΤΙΚΗΣ",ΠΕΙΡΑΙΑ,,18539,Greece,Greece,
""" ΕΝΩΣΗ ΠΑΝΤΟΠΩΛΩΝ ΦΛΩΡΙΝΑΣ "" Ε.Π.Ε",017092755000,gr,,Limited Liability Company (Εταιρεία Περιορισμένης Ευθύνης),,False,"37 ΚΑΣΤΡΙΣΙΑΝΑΚΗ, ΦΛΩΡΙΝΑ, ΦΛΩΡΙΝΑΣ / ΦΛΩΡΙΝΑΣ",ΦΛΩΡΙΝΑΣ,,53100,Greece,Greece,
""" ΕΥΣΤΡΑΤΙΟΣ ΜΑΚΡΥΩΝΙΤΗΣ & ΣΙΑ "" ΟΕ",105416102000,gr,,General Partnership Company (Ομόρρυθμη Εταιρεία),,True,ΠΕΙΡΑΙΩΣ 48,,ΜΟΣΧΑΤΟΝ,,Greece,Greece,
""" ΘΕΣΣΑΛΙΚΗ ΥΠΗΡΕΣΙΩΝ & ΕΠΕΝΔΥΣΕΩΝ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ """,121652653000,gr,2012-07-06,Limited Liability Company (Εταιρεία Περιορισμένης Ευθύνης),,False,"10 ΚΟΛΟΚΟΤΡΩΝΗ, ΤΡΙΚΑΛΑ, ΤΡΙΚΚΑΙΩΝ / ΤΡΙΚΑΛΩΝ",ΤΡΙΚΑΛΩΝ,ΤΡΙΚΑΛΑ,42100,Greece,Greece,2012.0
""" Κ. Α. ΠΑΓΩΝΗΣ ΚΑΙ ΣΙΑ Ε.Ε. """,130648709000,gr,1965-02-11,Limited Partnership Company (Ετερόρρυθμη Εταιρία),,False,"20 ΙΕΡΑ ΟΔΟΣ, ΕΛΕΥΣΙΝΑ, ΕΛΕΥΣΙΝΟΣ / ΑΤΤΙΚΗΣ",ΑΤΤΙΚΗΣ,,19200,Greece,Greece,1965.0
""" Κ. ΠΕΠΠΑΣ-Π. ΣΤΡΑΙΤΟΥΡΗΣ Ο.Ε.",054695209000,gr,,General Partnership Company (Ομόρρυθμη Εταιρεία),,False,"ΔΗΜΗΤΡΟΣ 39 ΚΑΙ ΕΘΝ ΑΝΤΙΣΤΑΣΕΩΣ, ΕΛΕΥΣΙΝΑ, ΕΛΕΥΣΙΝΟΣ / ΑΤΤΙΚΗΣ",ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,,19200,Greece,Greece,
""" Κ.ΛΙΑΠΑΚΗΣ - Ε. ΚΥΡΚΟΥ Ο.Ε.""",030303629000,gr,,General Partnership Company (Ομόρρυθμη Εταιρεία),,False,"Κ ΦΡΟΝΤΖΟΥ, ΙΩΑΝΝΙΝΑ, ΙΩΑΝΝΙΤΩΝ / ΙΩΑΝΝΙΝΩΝ",ΙΩΑΝΝΙΝΩΝ,,45221,Greece,Greece,
""" ΚΕΝΤΡΑ ΞΕΝΩΝ ΓΛΩΣΣΩΝ Γ. ΣΙΟΤΡΟΠΟΥ - Α. ΒΑΣΙΛΑΚΗ - Μ. ΧΡΥΣΟΧΟΙΔΗΣ ΚΑΙ ΣΙΑ ΕΕ""",124420103000,gr,1989-08-02,Limited Partnership Company (Ετερόρρυθμη Εταιρία),,False,"42 ΑΡΤΑΚΗΣ 42, ΑΘΗΝΑ, ΝΕΑΣ ΣΜΥΡΝΗΣ / ΑΤΤΙΚΗΣ",ΑΤΤΙΚΗΣ,,17124,Greece,Greece,1989.0
""" ΚΩΝ. ΜΠΟΥΡΔΑΚΟΣ - ΑΝΤ. ΠΟΡΙΧΗΣ Ο.Ε""",094864109000,gr,,General Partnership Company (Ομόρρυθμη Εταιρεία),,False,"ΜΕΛ.ΖΑΧΑΡΙΑ, ΜΕΓΑΡΑ, ΜΕΓΑΡΕΩΝ / ΑΤΤΙΚΗΣ",ΑΤΤΙΚΗΣ,,19100,Greece,Greece,
""" ΚΩΝΣΤΑΝΤΙΝΟΣ ΒΡΑΧΝΑΣ ΚΑΙ ΣΙΑ Ο.Ε. """,129637209000,gr,1978-10-17,General Partnership Company (Ομόρρυθμη Εταιρεία),,False,"50 ΑΙΣΩΠΟΥ, ΝΙΚΑΙΑ, ΝΙΚΑΙΑΣ / ΑΤΤΙΚΗΣ",ΑΤΤΙΚΗΣ,,18451,Greece,Greece,1978.0
""" ΜΑΡΙΑ ΔΑΜΙΓΟΥ - ΧΡΥΣΟΥΛΑ ΔΗΜΟΥ Ο.Ε. """,129972909000,gr,2014-04-17,General Partnership Company (Ομόρρυθμη Εταιρεία),,False,"64 ΑΚΤΗ ΚΟΝΔΥΛΗ, ΠΕΙΡΑΙΩΣ / ΑΤΤΙΚΗΣ",ΑΤΤΙΚΗΣ,,18545,Greece,Greece,2014.0
""" ΜΑΡΙΝΟΣ ΑΘΑΝΑΣΙΟΥ ΚΑΙ ΣΙΑ Ε.Ε. """,129572709000,gr,2014-03-20,Limited Partnership Company (Ετερόρρυθμη Εταιρία),,False,"ΒΟΥΛΓΑΡΗ, ΝΙΚΑΙΑΣ / ΑΤΤΙΚΗΣ",ΑΤΤΙΚΗΣ,,18452,Greece,Greece,2014.0
""" ΝΟΒΑΣ ΣΤΑΥΡΟΣ- ΜΑΣΙΩΤΗ ΑΡΕΤΗ "" ΟΕ",017092855000,gr,2006-09-27,General Partnership Company (Ομόρρυθμη Εταιρεία),,True,"10 7ΗΣ ΝΟΕΜΒΡΙΟΥ, ΦΛΩΡΙΝΑ, ΦΛΩΡΙΝΑΣ / ΦΛΩΡΙΝΑΣ",ΦΛΩΡΙΝΑΣ,,53100,Greece,Greece,2006.0
""" ΞΕΝΟΣ Θ. ΚΟΥΜΑΝΤΑΡΟΣ Η. Ο.Ε""",054746709000,gr,2006-06-06,General Partnership Company (Ομόρρυθμη Εταιρεία),,False,"70 ΡΗΓΑ ΦΕΡΡΑΙΟΥ, ΚΕΡΑΤΣΙΝΙ, ΚΕΡΑΤΣΙΝΙΟΥ / ΑΤΤΙΚΗΣ",ΠΕΙΡΑΙΑ,,18757,Greece,Greece,2006.0
""" Π. ΣΤΑΘΟΠΟΥΛΟΣ -Χ. ΚΛΕΩΝΑΚΟΣ Ο.Ε""",054706109000,gr,2008-10-07,General Partnership Company (Ομόρρυθμη Εταιρεία),,False,"127 ΑΙΤΩΛΙΚΟΥ, ΠΕΙΡΑΙΑΣ, ΠΕΙΡΑΙΩΣ / ΑΤΤΙΚΗΣ",ΠΕΙΡΑΙΑ,,18544,Greece,Greece,2008.0
""" ΠΑΠΑΝΙΚΟΛΑΟΥ Ε. - ΒΗΧΟΥ Χ. ΕΠΙΧΕΙΡΗΣΗ ΛΙΑΝΙΚΗΣ & ΧΟΝΔΡΙΚΗΣ ΔΙΑΘΕΣΗΣ ΤΡΟΦΙΜΩΝ ΚΑΙ ΠΟΤΩΝ ΚΕΙ ΕΠΙΧΕΙΡΗΣΗ ΜΑΖΙΚΗΣ ΕΣΤΙΑΣΗΣ ΠΡΟΧΕΙΡΟΥ ΓΕΥΜΑΤΟΣ Ο.Ε. """,133034809000,gr,2015-01-15,General Partnership Company (Ομόρρυθμη Εταιρεία),,False,"90 ΑΓ. ΣΟΦΙΑΣ & ΑΙΤΩΛΙΚΟΥ, ΠΕΙΡΑΙΑΣ, ΠΕΙΡΑΙΩΣ / ΑΤΤΙΚΗΣ",ΑΤΤΙΚΗΣ,,18544,Greece,Greece,2015.0
""" ΠΑΡΑΔΕΙΣΗΣ Ν. & ΣΙΑ Ο.Ε.""",125357409000,gr,2013-05-13,General Partnership Company (Ομόρρυθμη Εταιρεία),,False,"43 ΙΕΡΑ ΟΔΟΣ, ΕΛΕΥΣΙΝΑ, ΕΛΕΥΣΙΝΟΣ / ΑΤΤΙΚΗΣ",ΑΤΤΙΚΗΣ,ΕΛΕΥΣΙΝΑ,19200,Greece,Greece,2013.0
""" ΠΡΟΜΕΤ "" ΟΕ Β ΣΤΡΑΓΑΛΗΣ & ΣΙΑ",105416302000,gr,,General Partnership Company (Ομόρρυθμη Εταιρεία),,True,"ΛΕΩΦ ΣΥΓΓΡΟΥ 36, ΑΘΗΝΑ, ΑΘΗΝΑΙΩΝ / ΑΤΤΙΚΗΣ",,ΜΑΚΡΥΓΙΑΝΝΗ,117 42,Greece,Greece,
""" Πελίγκος Α. & Σία "" Ε.Ε.",010595153000,gr,1982-03-10,Limited Partnership Company (Ετερόρρυθμη Εταιρία),,True,"ΔΕΛΗΓΙΩΡΓΗ, ΤΡΙΚΑΛΑ, ΤΡΙΚΚΑΙΩΝ / ΤΡΙΚΑΛΩΝ",ΤΡΙΚΑΛΩΝ,,42100,Greece,Greece,1982.0
""" ΡΟΥΣΣΟΣ ΚΩΝ/ΝΟΣ & ΣΙΑ "" ΟΕ",103930302000,gr,,General Partnership Company (Ομόρρυθμη Εταιρεία),,True,ΠΕΙΡΑΙΩΣ 186,,Ν.ΣΦΑΓΕΙΑ,,Greece,Greece,
""" ΣΚΥΔΡΑ FRUIT ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ""",134795347000,gr,2015-06-02,Public Limited Company (Ανώνυμη Εταιρεία),,False,"ΑΣΠΡΟ, ΣΚΥΔΡΑ, ΣΚΥΔΡΑΣ / ΠΕΛΛΗΣ",ΠΕΛΛΗΣ,ΣΚΥΔΡΑ,58500,Greece,Greece,2015.0
""" ΣΥΣΤΕΓΑΣΜΕΝΑ ΦΑΡΜΑΚΕΙΑ ΠΑΝΑΓΙΩΤΗ Γ. ΚΑΡΤΕΡΟΛΙΩΤΗ-ΓΕΩΡΓΙΟΥ Π. ΚΑΡΤΕΡΟΛΙΩΤΗ Ο.Ε.""",145861045000,gr,2018-04-04,General Partnership Company (Ομόρρυθμη Εταιρεία),,False,"21 ΔΗΜ ΚΟΥΤΣΙΚΑ, ΜΕΣΣΗΝΗ, ΜΕΣΣΗΝΗΣ / ΜΕΣΣΗΝΙΑΣ",ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗ,24200,Greece,Greece,2018.0
""" ΤΕΡΙΑΚΙΔΗ ΟΥΡΑΝΙΑ & ΣΙΑ "" ΟΕ",103928402000,gr,,General Partnership Company (Ομόρρυθμη Εταιρεία),,True,ΑΓ.ΠΑΡΑΣΚΕΥΗΣ 21,,ΧΑΛΑΝΔΡΙ,,Greece,Greece,
""" ΤΕΤΡΑΣ - ΕΜΠΟΡΙΚΕΣ, ΒΙΟΤΕΧΝΙΚΕΣ, ΒΙΟΜΗΧΑΝΙΚΕΣ ΚΑΙ ΤΟΥΡΙΣΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ - ΕΤΑΙΡΕΙΑ ΠΕΡΙΩΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ (Ε.Π.Ε.)""",129225809000,gr,1988-06-22,Limited Liability Company (Εταιρεία Περιορισμένης Ευθύνης),,False,"19 ΜΙΚΡΑΣ ΑΣΙΑΣ, ΚΟΡΥΔΑΛΛΟΣ, ΚΟΡΥΔΑΛΛΟΥ / ΑΤΤΙΚΗΣ",ΑΤΤΙΚΗΣ,,18121,Greece,Greece,1988.0
METTLE INTERNATIONAL LIMITED,297763,ie,1998-12-03,Single member private company limited by shares,,True,"Riverside One, Sir John Rogerson's Quay, Dublin 2, DUBLIN, DUBLIN, IRELAND",,,,Ireland,Ireland,1998.0
""" DIAL A DRINK "" LIMITED",308893,ie,1999-06-30,Private limited by shares,,True,"193 LOWER KIMMAGE ROAD, DUBLIN 6W, KIMMAGE, DUBLIN, IRELAND",,,,Ireland,Ireland,1999.0
""" SUPREMO RECORDINGS LIMITED """,279256,ie,1998-01-26,Private limited by shares,,True,"CANAL HOUSE, 26 GROVE ISLAND, CORBALLY LIMERICK, LIMERICK CITY. CO. LIMERICK., LIMERICK, IRELAND",,,,Ireland,Ireland,1998.0
"""98"" BAR LIMITED",30036,ie,,Unknown,,True,,,,,,Ireland,
"""A"" GUARD SECURITY SCREENS LIMITED",355553,ie,2002-04-10,Private limited by shares,,True,"39 CABINTEELY WAY, DUBLIN 18, CABINTEELY, DUBLIN, IRELAND",,,,Ireland,Ireland,2002.0
"""A"" TRANSPORT LIMITED",14269,ie,1952-04-22,LTD - Private Company Limited by Shares,,False,"""ARDREW"", CO. KILDARE., ATHY, KILDARE",,,,Ireland,Ireland,1952.0
"""AMP"" LE LIGHTS LIMITED",510201,ie,2012-02-28,LTD - Private Company Limited by Shares,,True,"10 BRUCE MANOR, DRUMALT, ARVA CO CAVAN, CO. CAVAN, CAVAN, H12FY81, IRELAND, H12FY81",,,,Ireland,Ireland,2012.0
"""ASGARD"" RESIDENTS COMPANY LIMITED BY GUARANTEE",234539,ie,1995-06-13,CLG - Company Limited by Guarantee,,False,"5 ASGARD APARTMENTS, BALSCADDEN ROAD, DUBLIN 13, DUBLIN, D13T6F4, D13T6F4",,,,Ireland,Ireland,1995.0
"""B.N.B."" WIRELESS LIMITED",900419,ie,1926-04-16,External company,F,True,"51 WILLIAM STREET, DUBLIN 2, DUBLIN, DUBLIN, D02KW22, Ireland, D02KW22",,,,Ireland,Ireland,1926.0
"""BEAR"" COAL CORPORATION LIMITED",254791,ie,1996-10-01,Private limited by shares,,True,"FIRST FLOOR, 17 DAME STREET, DUBLIN 2, DUBLIN, DUBLIN, Ireland",,,,Ireland,Ireland,1996.0
"""BLANCHE""",69276,ie,1979-06-08,Private unlimited,,True,"36 WATERLOO RD., DUBLIN 4., DUBLIN 4, DUBLIN",,,,Ireland,Ireland,1979.0
"""CALL OF THE WILD"" OUTDOOR ACTIVITIES LIMITED",129942,ie,1988-03-10,Private limited by shares,,True,"MONEYSTOWN, NORTH ROUNDWOOD, CO. WICKLOW., BRAY, WICKLOW",,,,Ireland,Ireland,1988.0
"""CHARTRIER""",77232,ie,1980-08-25,Private unlimited,,True,"123 ASHBOURNE INDUSTRIAL, ESTATE, ASHBOURNE CO. MEATH., ASHBOURNE, MEATH",,,,Ireland,Ireland,1980.0
"""CLEAN AND SHEEN"" CONTRACT CLEANING LIMITED",338282,ie,2001-02-02,Single member private company limited by shares,,True,"RATHCAHILL HOUSE, SHINRONE, BIRR CO. OFFALY, BIRR, OFFALY, IRELAND",,,,Ireland,Ireland,2001.0
"""COMPANY DIRECTOR"" MAGAZINES LIMITED",121009,ie,1987-03-26,Private limited by shares,,True,"4 LOWER HATCH STREET, DUBLIN 2., DUBLIN 2, DUBLIN",,,,Ireland,Ireland,1987.0
"""CORONA"", LIMITED",12800,ie,,Unknown,,True,,,,,,Ireland,
"""CROSS-GATE"" SHALLOWDRAUGHT, LIMITED TO PRO",7043,ie,,Unknown,,True,,,,,,Ireland,
"""CUMANN MUINTIR REDESDALE TEORANTA"" (REDESDALE RESIDENTS ASSOCIATION LIMITED).",15835,ie,1955-10-06,Guarantee,,True,"7 DALE ROAD, STILLORGAN, CO. DUBLIN., DUBLIN, DUBLIN, Ireland",,,,Ireland,Ireland,1955.0
"""CUTS & COLOURS"" LIMITED",347409,ie,2001-09-05,Private limited by shares,,True,"GLENCURRAN, CARRICKABOY, CAVAN, CAVAN, IRELAND",,,,Ireland,Ireland,2001.0
"""CÁIRDEAS"" KILMOVEE FAMILY RESOURCE CENTRE COMPANY LIMITED BY GUARANTEE",420194,ie,2006-05-16,CLG - Company Limited by Guarantee,,False,"KILMOVEE FAMILY RESOURCE CENTRE, KILMOVEE COMMUNITY CENTRE, KILMOVEE BALLAGHADERREEN   CO MAYO, KILMOVEE, MAYO, F45HE62, IRELAND, F45HE62",,,,Ireland,Ireland,2006.0
"""DUBLIN OPINION"" LIMITED",7562,ie,,Unknown,,True,,,,,,Ireland,
"""EL-MANAR"" ENTERPRISE FOR HALAL MEATS LIMITED",212689,ie,1994-02-07,Private limited by shares,,True,"19 SYNGE STREET, DUBLIN 2., DUBLIN 2, DUBLIN",,,,Ireland,Ireland,1994.0
